time,initial_leaf_ratio,potential_leaf_area_increase,shoot_carbon,root_carbon,leaf_carbon,stem_carbon,nonstructural_carbon_mass,agefn,initial_seed_mass,seed_mass_export_limit,seed_mass_export_rate,seed_mass,initial_leaf_mass,active_leaf_mass,dropped_leaf_mass,total_leaf_mass,root_mass,leaf_mass,stem_mass,shoot_mass,total_mass,living_root_mass,living_leaf_mass,living_stem_mass,living_shoot_mass,living_total_mass,potential_carbon_demand,PD,leaf_area,green_leaf_area,green_leaf_ratio,LAI,actual_green_leaf_area,senescent_leaf_area,potential_leaf_area,dropped_leaf_area,leaves_initiated,leaves_appeared,leaves_growing,leaves_mature,leaves_dropped,leaves_fresh,primordia,shoot_to_root_ratio,root_to_shoot_ratio,leaf_to_stem_ratio,stem_to_leaf_ratio,C_to_CH2O_ratio,assimilation,dp,C_conc,carbon_reserve_from_seed,carbon_reserve,carbon_translocation,carbon_pool,nonstructural_carbon,carbon_supply,carbon_temperature_effect,carbon_growth_factor,carbon_translocating,carbon_translocation_rate,carbon_supply_rate,Rm,maintenance_respiration,carbon_available,Yg,total_carbon,water_supply,CO2_weight,C_weight,CH2O_weight,H2O_weight,CH2O_to_C_ratio,PD0,CDSF,CDCT,enable_cold_damage,CDM,CDS,leaf_width,LWP,evapotranspiration_supply,LAI_sunlit,LAI_shaded,Q_sun,Q_sh,A_gross,A_net,ET,gross_assimilation,net_assimilation,transpiration,vapor_pressure_deficit,conductance,SLA,LMA,DAP,date
2022-03-08T12:00:00.000+08:00,0.126,0.0 cm²,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.006985273034948244 g,0.0,0.275 g,10.0 % d⁻¹,0.025557572474048457 g d⁻¹,0.2680147269650518 g,0.03465 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.2680147269650518 g,0.2680147269650518 g,0.0 g,0.0 g,0.0 g,0.2680147269650518 g,0.2680147269650518 g,0.0 g,54.999999999945 m⁻²,0.0 cm²,0.0 cm²,0.0,0.0,0.0 cm²,0.0 cm²,0.0 cm²,0.0 cm²,4,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0 g d⁻¹,seed,0.45,0.02875633864268254 g d⁻¹,0.00785954445041828 g,0.0 g d⁻¹,0.0 g,0.00785954445041828 g,0.0 g d⁻¹,0.9535883629775715,0.2 hr⁻¹,false,0.0 hr⁻¹,0.1907176725955143 hr⁻¹,0.039 d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.7,0.0 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,2.717715851101197e-19 d⁻¹,0.9999999999989999,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.0,0.0,836.1675399798418 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 mmol m⁻² s⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,3.422722701779424 kPa,0.0 mol bar⁻¹ m⁻² s⁻¹,NaN cm² g⁻¹,NaN g cm⁻²,1 d,2022-03-08
2022-03-09T12:00:00.000+08:00,0.126,0.0 cm²,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.02235239409109841 g,0.0,0.275 g,10.0 % d⁻¹,0.024149763079171677 g d⁻¹,0.2526476059089016 g,0.03465 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.2526476059089016 g,0.2526476059089016 g,0.0 g,0.0 g,0.0 g,0.2526476059089016 g,0.2526476059089016 g,0.0 g,54.99999999990319 m⁻²,0.0 cm²,0.0 cm²,0.0,0.0,0.0 cm²,0.0 cm²,0.0 cm²,0.0 cm²,4,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0 g d⁻¹,seed,0.45,0.027172328903708538 g d⁻¹,0.025150002591639076 g,0.0 g d⁻¹,0.0 g,0.025150002591639076 g,0.0 g d⁻¹,0.9558674815972519,0.2 hr⁻¹,false,0.0 hr⁻¹,0.19117349631945038 hr⁻¹,0.039 d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.7,0.0 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,2.8661416913226186e-19 d⁻¹,0.9999999999982399,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.0,0.0,878.9389289028051 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 mmol m⁻² s⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,2.8410527840584927 kPa,0.0 mol bar⁻¹ m⁻² s⁻¹,NaN cm² g⁻¹,NaN g cm⁻²,2 d,2022-03-09
2022-03-10T12:00:00.000+08:00,0.126,0.0 cm²,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.039998467665329225 g,0.0,0.275 g,10.0 % d⁻¹,0.02347234365551006 g d⁻¹,0.2350015323346708 g,0.03465 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.2350015323346708 g,0.2350015323346708 g,0.0 g,0.0 g,0.0 g,0.2350015323346708 g,0.2350015323346708 g,0.0 g,54.999999999902016 m⁻²,0.0 cm²,0.0 cm²,0.0,0.0,0.0 cm²,0.0 cm²,0.0 cm²,0.0 cm²,5,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0 g d⁻¹,seed,0.45,0.02641012418455046 g d⁻¹,0.04500464520018616 g,0.0 g d⁻¹,0.0 g,0.04500464520018616 g,0.0 g d⁻¹,0.998816621420263,0.2 hr⁻¹,false,0.0 hr⁻¹,0.1997633242840526 hr⁻¹,0.039 d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.7,0.0 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,3.778517261792438e-18 d⁻¹,0.9999999999982185,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.0,0.0,491.1728111231359 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 mmol m⁻² s⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,2.2365779938286905 kPa,0.0 mol bar⁻¹ m⁻² s⁻¹,NaN cm² g⁻¹,NaN g cm⁻²,3 d,2022-03-10
2022-03-11T12:00:00.000+08:00,0.126,0.0 cm²,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.055354302355368104 g,0.0,0.275 g,10.0 % d⁻¹,0.021484493946373143 g d⁻¹,0.2196456976446319 g,0.03465 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.2196456976446319 g,0.2196456976446319 g,0.0 g,0.0 g,0.0 g,0.2196456976446319 g,0.2196456976446319 g,0.0 g,54.9999999998961 m⁻²,0.0 cm²,0.0 cm²,0.0,0.0,0.0 cm²,0.0 cm²,0.0 cm²,0.0 cm²,5,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0 g d⁻¹,seed,0.45,0.024173476730464452 g d⁻¹,0.06228240438236963 g,0.0 g d⁻¹,0.0 g,0.06228240438236963 g,0.0 g d⁻¹,0.978143172243384,0.2 hr⁻¹,false,0.0 hr⁻¹,0.1956286344486768 hr⁻¹,0.039 d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.7,0.0 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,5.36779262322927e-19 d⁻¹,0.9999999999981108,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.0,0.0,757.9154614068626 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 mmol m⁻² s⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,2.650370946943847 kPa,0.0 mol bar⁻¹ m⁻² s⁻¹,NaN cm² g⁻¹,NaN g cm⁻²,4 d,2022-03-11
2022-03-12T12:00:00.000+08:00,0.126,0.0 cm²,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.07098938928732094 g,0.0,0.275 g,10.0 % d⁻¹,0.01869955369801014 g d⁻¹,0.204010610712679 g,0.03465 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.204010610712679 g,0.204010610712679 g,0.0 g,0.0 g,0.0 g,0.204010610712679 g,0.204010610712679 g,0.0 g,54.999999999895 m⁻²,0.0 cm²,0.0 cm²,0.0,0.0,0.0 cm²,0.0 cm²,0.0 cm²,0.0 cm²,6,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0 g d⁻¹,seed,0.45,0.02103997549661753 g d⁻¹,0.07987436680288335 g,0.0 g d⁻¹,0.0 g,0.07987436680288335 g,0.0 g d⁻¹,0.9165971138798216,0.2 hr⁻¹,false,0.0 hr⁻¹,0.18331942277596433 hr⁻¹,0.039 d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.7,0.0 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,1.3282227453041644e-19 d⁻¹,0.999999999998091,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.0,0.0,734.2416499734163 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 mmol m⁻² s⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,2.662538497293957 kPa,0.0 mol bar⁻¹ m⁻² s⁻¹,NaN cm² g⁻¹,NaN g cm⁻²,5 d,2022-03-12
2022-03-13T12:00:00.000+08:00,0.126,0.0 cm²,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.08672290826640545 g,0.0,0.275 g,10.0 % d⁻¹,0.018084938962476618 g d⁻¹,0.18827709173359453 g,0.03465 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.18827709173359453 g,0.18827709173359453 g,0.0 g,0.0 g,0.0 g,0.18827709173359453 g,0.18827709173359453 g,0.0 g,54.999999999894804 m⁻²,0.0 cm²,0.0 cm²,0.0,0.0,0.0 cm²,0.0 cm²,0.0 cm²,0.0 cm²,7,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0 g d⁻¹,seed,0.45,0.020348436052183547 g d⁻¹,0.09757708095005205 g,0.0 g d⁻¹,0.0 g,0.09757708095005205 g,0.0 g d⁻¹,0.9605490926143139,0.2 hr⁻¹,false,0.0 hr⁻¹,0.1921098185228628 hr⁻¹,0.039 d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.7,0.0 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,3.2127162620669513e-19 d⁻¹,0.9999999999980873,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.0,0.0,583.1836513130584 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 mmol m⁻² s⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,2.519047314886725 kPa,0.0 mol bar⁻¹ m⁻² s⁻¹,NaN cm² g⁻¹,NaN g cm⁻²,6 d,2022-03-13
2022-03-14T12:00:00.000+08:00,0.126,0.0 cm²,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.10101257666348372 g,0.0,0.275 g,10.0 % d⁻¹,0.016986501118795662 g d⁻¹,0.17398742333651626 g,0.03465 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.17398742333651626 g,0.17398742333651626 g,0.0 g,0.0 g,0.0 g,0.17398742333651626 g,0.17398742333651626 g,0.0 g,54.999999999894335 m⁻²,0.0 cm²,0.0 cm²,0.0,0.0,0.0 cm²,0.0 cm²,0.0 cm²,0.0 cm²,7,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0 g d⁻¹,seed,0.45,0.019112518570470385 g d⁻¹,0.11365523328377913 g,0.0 g d⁻¹,0.0 g,0.11365523328377913 g,0.0 g d⁻¹,0.9763062635821309,0.2 hr⁻¹,false,0.0 hr⁻¹,0.1952612527164262 hr⁻¹,0.039 d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.7,0.0 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,1.5191433354783966e-17 d⁻¹,0.9999999999980789,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.0,0.0,153.61666441321813 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 mmol m⁻² s⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,1.7293249458681923 kPa,0.0 mol bar⁻¹ m⁻² s⁻¹,NaN cm² g⁻¹,NaN g cm⁻²,7 d,2022-03-14
2022-03-15T12:00:00.000+08:00,0.126,0.0 cm²,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.11384208601892744 g,0.0,0.275 g,10.0 % d⁻¹,0.016115190404052612 g d⁻¹,0.1611579139810725 g,0.03465 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.1611579139810725 g,0.1611579139810725 g,0.0 g,0.0 g,0.0 g,0.1611579139810725 g,0.1611579139810725 g,0.0 g,54.99999999989363 m⁻²,0.0 cm²,0.0 cm²,0.0,0.0,0.0 cm²,0.0 cm²,0.0 cm²,0.0 cm²,8,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0 g d⁻¹,seed,0.45,0.018132155274950403 g d⁻¹,0.12809047419013753 g,0.0 g d⁻¹,0.0 g,0.12809047419013753 g,0.0 g d⁻¹,0.9999627077541655,0.2 hr⁻¹,false,0.0 hr⁻¹,0.19999254155083313 hr⁻¹,0.039 d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.7,0.0 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,2.756485982806492e-18 d⁻¹,0.999999999998066,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.0,0.0,181.03871680117194 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 mmol m⁻² s⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,1.5705612906850641 kPa,0.0 mol bar⁻¹ m⁻² s⁻¹,NaN cm² g⁻¹,NaN g cm⁻²,8 d,2022-03-15
2022-03-16T12:00:00.000+08:00,0.126,0.0 cm²,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.12652611594275795 g,0.0,0.275 g,10.0 % d⁻¹,0.01484180956383037 g d⁻¹,0.14847388405724196 g,0.03465 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.14847388405724196 g,0.14847388405724196 g,0.0 g,0.0 g,0.0 g,0.14847388405724196 g,0.14847388405724196 g,0.0 g,54.99999999989354 m⁻²,0.0 cm²,0.0 cm²,0.0,0.0,0.0 cm²,0.0 cm²,0.0 cm²,0.0 cm²,8,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0 g d⁻¹,seed,0.45,0.016699399065427115 g d⁻¹,0.14236202757080219 g,0.0 g d⁻¹,0.0 g,0.14236202757080219 g,0.0 g d⁻¹,0.9996242543307028,0.2 hr⁻¹,false,0.0 hr⁻¹,0.19992485086614056 hr⁻¹,0.039 d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.7,0.0 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,2.083359372689025e-18 d⁻¹,0.9999999999980643,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.0,0.0,174.1097073115614 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 mmol m⁻² s⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,1.612297206046642 kPa,0.0 mol bar⁻¹ m⁻² s⁻¹,NaN cm² g⁻¹,NaN g cm⁻²,9 d,2022-03-16
2022-03-17T12:00:00.000+08:00,0.126,0.0 cm²,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.13897081302987918 g,0.0,0.275 g,10.0 % d⁻¹,0.013252608122979122 g d⁻¹,0.13602918697012073 g,0.03465 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.0 g,0.13602918697012073 g,0.13602918697012073 g,0.0 g,0.0 g,0.0 g,0.13602918697012073 g,0.13602918697012073 g,0.0 g,54.99999999989352 m⁻²,0.0 cm²,0.0 cm²,0.0,0.0,0.0 cm²,0.0 cm²,0.0 cm²,0.0 cm²,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0 g d⁻¹,seed,0.45,0.014911294391129055 g d⁻¹,0.15636429340047925 g,0.0 g d⁻¹,0.0 g,0.15636429340047925 g,0.0 g d⁻¹,0.9742473963245917,0.2 hr⁻¹,false,0.0 hr⁻¹,0.19484947926491836 hr⁻¹,0.039 d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.7,0.0 g d⁻¹,0.0 g hr⁻¹,44.0098 g mol⁻¹,12.0107 g mol⁻¹,30.031 g mol⁻¹,18.01528 g mol⁻¹,0.3999433918284439,55.0 m⁻²,0.9 K⁻¹,-15.0 °C,true,4.718857743843241e-19 d⁻¹,0.999999999998064,1.5 cm,0.0 MPa,0.0 mol m⁻² s⁻¹,0.0,0.0,340.4344967359408 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 μmol m⁻² s⁻¹,0.0 mmol m⁻² s⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,0.0 g d⁻¹,2.1174161778125247 kPa,0.0 mol bar⁻¹ m⁻² s⁻¹,NaN cm² g⁻¹,NaN g cm⁻²,10 d,2022-03-17
