Date,Treatment,Root_fresh (g),Stem_fresh (g),Leaf_fresh (g),Root_fresh_se,Stem_fresh_se,Leaf_fresh_se,Root_dry (g),Stem_dry (g),Leaf_dry (g),Root_dry_se,Stem_dry_se,Leaf_dry_se,DAP (d)
2022-10-01,30_25,0.447,0.2486857142857143,2.2279428571428572,0.06794759535322582,0.1062826631666516,0.20052990022526254,0.0227,0.008142857142857143,0.1587,0.002492178240205219,6.951728606055108e-4,0.013609328033514717,25
2022-10-08,30_25,1.6478,1.6138166666666667,11.617333333333333,0.4219818748082276,0.24821544058427236,1.6980578738992118,0.06758333333333333,0.07125,0.61855,0.013836314939719721,0.009265914238037534,0.0640204173161448,32
2022-10-15,30_25,2.342014285714286,5.130228571428572,19.82902857142857,0.4118133779994523,1.1184447813421834,2.047662967375047,0.08862857142857143,0.2080857142857143,0.9513714285714285,0.013437788123789715,0.039398522020692175,0.08492944891212356,39
2022-10-22,30_25,2.5890166666666667,7.330016666666666,21.63585,0.44818980459671826,0.647719153860512,0.7746487766508553,0.13398333333333334,0.4040166666666667,1.2771666666666666,0.018292173493358058,0.031403348193748036,0.04918839745757573,46
2022-10-29,30_25,5.8572500000000005,11.116383333333333,25.2484,0.3318170085554185,1.2192283087857025,1.6636501138560758,0.3316,0.9906833333333334,1.9280333333333333,0.019777495628449358,0.1313563027714231,0.1872715331039694,53
